dolphinsdefault.txt
SIZE;10;;MAXGENS;200;;Pm;0.2;
MAXMOD;1.02851944148;;NEDGES;159
min_mod;max_mod;range_mod;min_eri;max_eri;range_eri;min_k;max_k;
BESTMOD;0.968869902298;;ERI;0.238993710692
BESTMOD;0.952355523911;;ERI;0.251572327044
BESTMOD;1.00583442111;;ERI;0.100628930818
BESTMOD;0.974941655789;;ERI;0.207547169811
BESTMOD;0.988667378664;;ERI;0.176100628931
BESTMOD;0.983643843202;;ERI;0.163522012579
BESTMOD;0.954333293778;;ERI;0.245283018868
BESTMOD;1.01123373284;;ERI;0.125786163522
BESTMOD;0.971994778688;;ERI;0.22641509434
BESTMOD;0.96750524109;;ERI;0.169811320755
BESTMOD;0.974150547842;;ERI;0.14465408805
BESTMOD;0.981824294925;;ERI;0.220125786164
BESTMOD;1.01166884221;;ERI;0.213836477987
BESTMOD;0.972350777264;;ERI;0.201257861635
BESTMOD;1.00087021874;;ERI;0.182389937107
BESTMOD;0.953126854159;;ERI;0.320754716981
BESTMOD;1.01024484791;;ERI;0.176100628931
BESTMOD;0.915193228116;;ERI;0.301886792453
BESTMOD;0.9450971085;;ERI;0.270440251572
BESTMOD;0.964677030181;;ERI;0.270440251572
BESTMOD;0.998338673312;;ERI;0.201257861635
BESTMOD;1.00787152407;;ERI;0.100628930818
BESTMOD;0.939203354298;;ERI;0.314465408805
BESTMOD;0.954926624738;;ERI;0.251572327044
BESTMOD;0.966832799335;;ERI;0.22641509434
BESTMOD;0.986630275701;;ERI;0.176100628931
BESTMOD;0.972528776552;;ERI;0.251572327044
BESTMOD;0.959238163047;;ERI;0.150943396226
BESTMOD;0.963411257466;;ERI;0.0943396226415
BESTMOD;0.969127012381;;ERI;0.251572327044
BESTMOD;0.984197618765;;ERI;0.163522012579
BESTMOD;0.99199003204;;ERI;0.194968553459
BESTMOD;0.959000830663;;ERI;0.213836477987
BESTMOD;0.968672125311;;ERI;0.176100628931
BESTMOD;0.958981052965;;ERI;0.22641509434
BESTMOD;0.992959139275;;ERI;0.132075471698
BESTMOD;1.00377754045;;ERI;0.163522012579
BESTMOD;0.916577667023;;ERI;0.333333333333
BESTMOD;1.00108777343;;ERI;0.157232704403
BESTMOD;0.962185040149;;ERI;0.157232704403
BESTMOD;0.960820378941;;ERI;0.188679245283
BESTMOD;0.962916814999;;ERI;0.238993710692
BESTMOD;0.992800917685;;ERI;0.169811320755
BESTMOD;0.933724931767;;ERI;0.194968553459
BESTMOD;0.958545943594;;ERI;0.213836477987
BESTMOD;1.00858352122;;ERI;0.132075471698
BESTMOD;0.970847672165;;ERI;0.213836477987
BESTMOD;0.92314386298;;ERI;0.308176100629
BESTMOD;0.969621454848;;ERI;0.22641509434
BESTMOD;0.962897037301;;ERI;0.22641509434
BESTMOD;0.92967050354;;ERI;0.276729559748
BESTMOD;0.96914679008;;ERI;0.251572327044
BESTMOD;0.929848502828;;ERI;0.301886792453
BESTMOD;0.983643843202;;ERI;0.220125786164
BESTMOD;0.986096277837;;ERI;0.207547169811
BESTMOD;0.965547248922;;ERI;0.176100628931
BESTMOD;0.98471183893;;ERI;0.188679245283
BESTMOD;1.00953285076;;ERI;0.163522012579
BESTMOD;0.999228669752;;ERI;0.194968553459
BESTMOD;1.00276887781;;ERI;0.176100628931
BESTMOD;0.975455875954;;ERI;0.220125786164
BESTMOD;0.97300344132;;ERI;0.251572327044
BESTMOD;0.94110201337;;ERI;0.232704402516
BESTMOD;0.962066373957;;ERI;0.251572327044
BESTMOD;0.928958506388;;ERI;0.270440251572
BESTMOD;0.931846050394;;ERI;0.264150943396
BESTMOD;0.967129464815;;ERI;0.238993710692
BESTMOD;0.963826589138;;ERI;0.182389937107
BESTMOD;0.974763656501;;ERI;0.220125786164
BESTMOD;0.968573236818;;ERI;0.301886792453
BESTMOD;0.984810727424;;ERI;0.169811320755
BESTMOD;0.992860250781;;ERI;0.138364779874
BESTMOD;1.00642775207;;ERI;0.0817610062893
BESTMOD;0.985127170602;;ERI;0.132075471698
BESTMOD;0.997844230845;;ERI;0.138364779874
BESTMOD;0.957794391045;;ERI;0.207547169811
BESTMOD;0.989557375104;;ERI;0.14465408805
BESTMOD;0.96483525177;;ERI;0.276729559748
BESTMOD;0.965052806455;;ERI;0.232704402516
BESTMOD;1.0015228828;;ERI;0.100628930818
BESTMOD;0.911989240932;;ERI;0.289308176101
BESTMOD;0.973042996717;;ERI;0.182389937107
BESTMOD;0.952039080733;;ERI;0.245283018868
BESTMOD;0.957319726277;;ERI;0.289308176101
BESTMOD;0.927613622879;;ERI;0.333333333333
BESTMOD;0.983604287805;;ERI;0.176100628931
BESTMOD;0.988172936197;;ERI;0.213836477987
BESTMOD;0.996815790515;;ERI;0.138364779874
BESTMOD;0.962481705629;;ERI;0.194968553459
BESTMOD;0.982971401448;;ERI;0.125786163522
BESTMOD;1.00723863771;;ERI;0.125786163522
BESTMOD;0.983861397888;;ERI;0.25786163522
BESTMOD;0.971203670741;;ERI;0.232704402516
BESTMOD;0.970748783672;;ERI;0.14465408805
BESTMOD;0.950239310154;;ERI;0.232704402516
BESTMOD;0.954629959258;;ERI;0.289308176101
BESTMOD;0.970610339781;;ERI;0.213836477987
BESTMOD;0.974842767296;;ERI;0.238993710692
BESTMOD;1.0162572683;;ERI;0.138364779874
BESTMOD;0.969601677149;;ERI;0.138364779874
BESTMOD;ZEROS:0:MEAN:0.9720806139;STDEV;0.0236565117599;ERI;MEAN:0.206729559748;STDEV;0.0576057714476
