dolphinsmicroga1.txt
SIZE;5;;MAXGENS;100;;Pm;0.04;
MAXMOD;1.02851944148;;NEDGES;159
min_mod;max_mod;range_mod;min_eri;max_eri;range_eri;min_k;max_k;
BESTMOD;0.983920730984;;ERI;0.22641509434
BESTMOD;0.955144179423;;ERI;0.251572327044
BESTMOD;0.939440686682;;ERI;0.301886792453
BESTMOD;0.932261382066;;ERI;0.270440251572
BESTMOD;0.939282465092;;ERI;0.25786163522
BESTMOD;0.94851865037;;ERI;0.245283018868
BESTMOD;0.964162810015;;ERI;0.251572327044
BESTMOD;0.930085835212;;ERI;0.283018867925
BESTMOD;0.953443297338;;ERI;0.238993710692
BESTMOD;0.904196827657;;ERI;0.245283018868
BESTMOD;0.933784264863;;ERI;0.289308176101
BESTMOD;0.954392626874;;ERI;0.238993710692
BESTMOD;0.957379059373;;ERI;0.157232704403
BESTMOD;0.939262687394;;ERI;0.251572327044
BESTMOD;0.954887069341;;ERI;0.270440251572
BESTMOD;0.936553142676;;ERI;0.207547169811
BESTMOD;0.949309758317;;ERI;0.22641509434
BESTMOD;0.919010323959;;ERI;0.289308176101
BESTMOD;0.92864206321;;ERI;0.314465408805
BESTMOD;0.983881175586;;ERI;0.232704402516
BESTMOD;0.953700407421;;ERI;0.213836477987
BESTMOD;0.974071437048;;ERI;0.176100628931
BESTMOD;0.942150231399;;ERI;0.238993710692
BESTMOD;0.954471737669;;ERI;0.245283018868
BESTMOD;0.914461453265;;ERI;0.358490566038
BESTMOD;0.927850955263;;ERI;0.25786163522
BESTMOD;0.907301926348;;ERI;0.320754716981
BESTMOD;0.913868122305;;ERI;0.283018867925
BESTMOD;0.909596139393;;ERI;0.339622641509
BESTMOD;0.941912899015;;ERI;0.270440251572
BESTMOD;0.954689292354;;ERI;0.22641509434
BESTMOD;0.93530714766;;ERI;0.301886792453
BESTMOD;0.974585657213;;ERI;0.220125786164
BESTMOD;0.940488904711;;ERI;0.201257861635
BESTMOD;0.944147778964;;ERI;0.182389937107
BESTMOD;0.941200901863;;ERI;0.308176100629
BESTMOD;0.910367469641;;ERI;0.333333333333
BESTMOD;0.974407657925;;ERI;0.157232704403
BESTMOD;0.926604960247;;ERI;0.276729559748
BESTMOD;0.94776709782;;ERI;0.213836477987
BESTMOD;0.964696807879;;ERI;0.25786163522
BESTMOD;0.961314821407;;ERI;0.182389937107
BESTMOD;0.963173925082;;ERI;0.245283018868
BESTMOD;0.947233099956;;ERI;0.238993710692
BESTMOD;0.944642221431;;ERI;0.25786163522
BESTMOD;0.908271033583;;ERI;0.276729559748
BESTMOD;0.902456390174;;ERI;0.308176100629
BESTMOD;0.950437087141;;ERI;0.245283018868
BESTMOD;0.906174597524;;ERI;0.339622641509
BESTMOD;0.935030259879;;ERI;0.25786163522
BESTMOD;0.888078003244;;ERI;0.295597484277
BESTMOD;0.977710533602;;ERI;0.194968553459
BESTMOD;0.921917645663;;ERI;0.232704402516
BESTMOD;0.911850797041;;ERI;0.276729559748
BESTMOD;0.906313041415;;ERI;0.345911949686
BESTMOD;0.894861753886;;ERI;0.364779874214
BESTMOD;0.937364028322;;ERI;0.308176100629
BESTMOD;0.993295360152;;ERI;0.157232704403
BESTMOD;0.960484158063;;ERI;0.264150943396
BESTMOD;0.999564890629;;ERI;0.176100628931
BESTMOD;0.974110992445;;ERI;0.182389937107
BESTMOD;0.962481705629;;ERI;0.182389937107
BESTMOD;0.918931213164;;ERI;0.37106918239
BESTMOD;0.910011471065;;ERI;0.339622641509
BESTMOD;0.911475020767;;ERI;0.308176100629
BESTMOD;0.897808630988;;ERI;0.358490566038
BESTMOD;0.910822356711;;ERI;0.364779874214
BESTMOD;0.960800601242;;ERI;0.201257861635
BESTMOD;0.917882995135;;ERI;0.251572327044
BESTMOD;0.96958189945;;ERI;0.176100628931
BESTMOD;0.984059174874;;ERI;0.188679245283
BESTMOD;0.959653494719;;ERI;0.182389937107
BESTMOD;0.904928602508;;ERI;0.314465408805
BESTMOD;0.889403109054;;ERI;0.396226415094
BESTMOD;0.910664135121;;ERI;0.295597484277
BESTMOD;0.970135675013;;ERI;0.138364779874
BESTMOD;0.944681776828;;ERI;0.25786163522
BESTMOD;0.904038606068;;ERI;0.232704402516
BESTMOD;0.915944780665;;ERI;0.220125786164
BESTMOD;0.923776749337;;ERI;0.207547169811
BESTMOD;0.905897709742;;ERI;0.194968553459
BESTMOD;0.88590245639;;ERI;0.314465408805
BESTMOD;0.927494956687;;ERI;0.301886792453
BESTMOD;0.912028796329;;ERI;0.295597484277
BESTMOD;0.935445591551;;ERI;0.289308176101
BESTMOD;0.914599897156;;ERI;0.308176100629
BESTMOD;0.917685218148;;ERI;0.308176100629
BESTMOD;0.948657094261;;ERI;0.194968553459
BESTMOD;0.934199596535;;ERI;0.251572327044
BESTMOD;0.930956053954;;ERI;0.283018867925
BESTMOD;0.893200427198;;ERI;0.345911949686
BESTMOD;0.97521854357;;ERI;0.132075471698
BESTMOD;0.953166409557;;ERI;0.232704402516
BESTMOD;0.985048059808;;ERI;0.169811320755
BESTMOD;0.976642537874;;ERI;0.188679245283
BESTMOD;0.96780190657;;ERI;0.163522012579
BESTMOD;0.910248803449;;ERI;0.396226415094
BESTMOD;0.932834935327;;ERI;0.276729559748
BESTMOD;0.930204501404;;ERI;0.289308176101
BESTMOD;0.991910921245;;ERI;0.163522012579
BESTMOD;ZEROS:0:MEAN:0.938417190776;STDEV;0.0270363373717;ERI;MEAN:0.256729559748;STDEV;0.0603405285993
