dolphinsmicroga2.txt
SIZE;5;;MAXGENS;100;;Pm;0.02;
MAXMOD;1.02851944148;;NEDGES;159
min_mod;max_mod;range_mod;min_eri;max_eri;range_eri;min_k;max_k;
BESTMOD;0.972212333373;;ERI;0.201257861635
BESTMOD;0.900775285788;;ERI;0.339622641509
BESTMOD;0.921403425497;;ERI;0.333333333333
BESTMOD;0.868537636961;;ERI;0.433962264151
BESTMOD;0.930461611487;;ERI;0.207547169811
BESTMOD;0.955915509671;;ERI;0.207547169811
BESTMOD;0.966516356157;;ERI;0.194968553459
BESTMOD;0.924508524188;;ERI;0.22641509434
BESTMOD;0.900458842609;;ERI;0.358490566038
BESTMOD;0.906669039991;;ERI;0.276729559748
BESTMOD;0.98131007476;;ERI;0.138364779874
BESTMOD;0.916459000831;;ERI;0.308176100629
BESTMOD;0.955915509671;;ERI;0.213836477987
BESTMOD;0.909161030023;;ERI;0.220125786164
BESTMOD;0.959020608362;;ERI;0.232704402516
BESTMOD;1.00502353546;;ERI;0.213836477987
BESTMOD;0.952454412405;;ERI;0.220125786164
BESTMOD;0.961057711325;;ERI;0.194968553459
BESTMOD;0.926881848028;;ERI;0.238993710692
BESTMOD;0.884241129702;;ERI;0.389937106918
BESTMOD;0.936533364978;;ERI;0.308176100629
BESTMOD;0.932993156916;;ERI;0.245283018868
BESTMOD;0.889897551521;;ERI;0.320754716981
BESTMOD;0.900715952692;;ERI;0.327044025157
BESTMOD;0.929255171868;;ERI;0.232704402516
BESTMOD;0.934476484316;;ERI;0.270440251572
BESTMOD;0.924963411257;;ERI;0.270440251572
BESTMOD;0.964894584866;;ERI;0.201257861635
BESTMOD;0.895751750326;;ERI;0.264150943396
BESTMOD;0.92996716902;;ERI;0.25786163522
BESTMOD;0.98085518769;;ERI;0.22641509434
BESTMOD;0.949448202207;;ERI;0.308176100629
BESTMOD;0.912424350303;;ERI;0.339622641509
BESTMOD;0.946699102092;;ERI;0.220125786164
BESTMOD;0.970986116056;;ERI;0.182389937107
BESTMOD;0.945967327242;;ERI;0.220125786164
BESTMOD;0.943930224279;;ERI;0.264150943396
BESTMOD;0.929176061074;;ERI;0.201257861635
BESTMOD;0.895613306436;;ERI;0.213836477987
BESTMOD;0.954392626874;;ERI;0.22641509434
BESTMOD;0.881907361259;;ERI;0.289308176101
BESTMOD;0.907598591828;;ERI;0.220125786164
BESTMOD;0.891578655908;;ERI;0.301886792453
BESTMOD;0.918733436177;;ERI;0.320754716981
BESTMOD;0.962600371821;;ERI;0.22641509434
BESTMOD;0.985542502274;;ERI;0.207547169811
BESTMOD;0.901764170721;;ERI;0.308176100629
BESTMOD;0.898678849729;;ERI;0.37106918239
BESTMOD;0.92522052134;;ERI;0.264150943396
BESTMOD;0.85934100708;;ERI;0.345911949686
BESTMOD;0.916557889324;;ERI;0.251572327044
BESTMOD;0.943198449428;;ERI;0.270440251572
BESTMOD;0.914995451129;;ERI;0.308176100629
BESTMOD;0.998398006408;;ERI;0.125786163522
BESTMOD;0.923361417665;;ERI;0.25786163522
BESTMOD;0.865254538982;;ERI;0.270440251572
BESTMOD;0.984850282821;;ERI;0.132075471698
BESTMOD;0.925339187532;;ERI;0.245283018868
BESTMOD;0.909062141529;;ERI;0.333333333333
BESTMOD;0.932656936039;;ERI;0.194968553459
BESTMOD;0.917922550532;;ERI;0.295597484277
BESTMOD;0.909437917804;;ERI;0.232704402516
BESTMOD;0.934654483604;;ERI;0.270440251572
BESTMOD;0.875360943001;;ERI;0.276729559748
BESTMOD;1.0029666548;;ERI;0.138364779874
BESTMOD;0.9762667616;;ERI;0.264150943396
BESTMOD;0.90221905779;;ERI;0.327044025157
BESTMOD;0.916360112337;;ERI;0.232704402516
BESTMOD;0.916933665599;;ERI;0.327044025157
BESTMOD;0.912107907124;;ERI;0.352201257862
BESTMOD;0.909081919228;;ERI;0.396226415094
BESTMOD;0.949645979194;;ERI;0.188679245283
BESTMOD;0.956093508959;;ERI;0.220125786164
BESTMOD;0.973814326965;;ERI;0.182389937107
BESTMOD;0.926347850164;;ERI;0.270440251572
BESTMOD;0.981863850322;;ERI;0.232704402516
BESTMOD;0.964380364701;;ERI;0.232704402516
BESTMOD;0.917309441873;;ERI;0.295597484277
BESTMOD;0.930797832364;;ERI;0.245283018868
BESTMOD;0.963806811439;;ERI;0.220125786164
BESTMOD;0.914599897156;;ERI;0.264150943396
BESTMOD;1.00492464697;;ERI;0.11320754717
BESTMOD;0.904097939164;;ERI;0.289308176101
BESTMOD;0.884399351291;;ERI;0.314465408805
BESTMOD;0.970412562794;;ERI;0.289308176101
BESTMOD;0.962283928642;;ERI;0.188679245283
BESTMOD;0.931628495708;;ERI;0.333333333333
BESTMOD;0.896087971204;;ERI;0.289308176101
BESTMOD;0.892765317828;;ERI;0.345911949686
BESTMOD;0.926466516356;;ERI;0.232704402516
BESTMOD;0.946936434476;;ERI;0.245283018868
BESTMOD;0.972350777264;;ERI;0.251572327044
BESTMOD;0.903939717574;;ERI;0.327044025157
BESTMOD;0.962343261738;;ERI;0.251572327044
BESTMOD;0.963569479055;;ERI;0.22641509434
BESTMOD;0.953008187967;;ERI;0.314465408805
BESTMOD;0.913433012935;;ERI;0.295597484277
BESTMOD;0.897650409398;;ERI;0.283018867925
BESTMOD;0.911455243068;;ERI;0.358490566038
BESTMOD;0.937898026186;;ERI;0.251572327044
BESTMOD;ZEROS:0:MEAN:0.932021874135;STDEV;0.0326127846166;ERI;MEAN:0.261635220126;STDEV;0.060990077597
